"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"7002","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Three U.S. presidents have been awarded honorary knighthood.</p>
              <audio controls src=""blob:https://charburnham.github.io/35a61b47-1b60-4eee-a44d-50d2d27c12fa"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","17","205331","0.0-11.0-2.0","ftqpxk732r","","","","","","queued","41T","Three U.S. presidents have been awarded honorary knighthood.","true","sentence_review","","1","ftqpxk732r_41T_audio.webm","accepted","ftqpxk732r_41T_audio.webm"
"1474","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Rhode Island never ratified the 18th Amendment.</p>
          </div>
        ","0","html-button-response","18","206805","0.0-12.0-0.0","ftqpxk732r","","","","","","","30T","Rhode Island never ratified the 18th Amendment.","true","sentence_ready","","","","",""
"5190","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Rhode Island never ratified the 18th Amendment.</p>
          </div>
        ","null","html-audio-response","19","212053","0.0-12.0-1.0","ftqpxk732r","","","","","1","","30T","Rhode Island never ratified the 18th Amendment.","true","sentence_recording","blob:https://charburnham.github.io/b82ebc42-95a4-4944-b8cd-b5f19a4790f5","1","ftqpxk732r_30T_audio.webm","",""
"7343","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Rhode Island never ratified the 18th Amendment.</p>
              <audio controls src=""blob:https://charburnham.github.io/b82ebc42-95a4-4944-b8cd-b5f19a4790f5"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","20","219397","0.0-12.0-2.0","ftqpxk732r","","","","","","queued","30T","Rhode Island never ratified the 18th Amendment.","true","sentence_review","","1","ftqpxk732r_30T_audio.webm","accepted","ftqpxk732r_30T_audio.webm"
"4232","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A starfish can release approximately 5 million eggs at once.</p>
          </div>
        ","0","html-button-response","21","223630","0.0-13.0-0.0","ftqpxk732r","","","","","","","24F","A starfish can release approximately 5 million eggs at once.","false","sentence_ready","","","","",""
"5927","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A starfish can release approximately 5 million eggs at once.</p>
          </div>
        ","null","html-audio-response","22","229621","0.0-13.0-1.0","ftqpxk732r","","","","","1","","24F","A starfish can release approximately 5 million eggs at once.","false","sentence_recording","blob:https://charburnham.github.io/4625ee4f-0d66-4cce-987d-4e79dc136eef","1","ftqpxk732r_24F_audio.webm","",""
"7222","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A starfish can release approximately 5 million eggs at once.</p>
              <audio controls src=""blob:https://charburnham.github.io/4625ee4f-0d66-4cce-987d-4e79dc136eef"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","23","236843","0.0-13.0-2.0","ftqpxk732r","","","","","","queued","24F","A starfish can release approximately 5 million eggs at once.","false","sentence_review","","1","ftqpxk732r_24F_audio.webm","accepted","ftqpxk732r_24F_audio.webm"
"8927","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">An ostrich's eye is half the size of its brain.</p>
          </div>
        ","0","html-button-response","24","245772","0.0-14.0-0.0","ftqpxk732r","","","","","","","38F","An ostrich's eye is half the size of its brain.","false","sentence_ready","","","","",""
"5066","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">An ostrich's eye is half the size of its brain.</p>
          </div>
        ","null","html-audio-response","25","250899","0.0-14.0-1.0","ftqpxk732r","","","","","1","","38F","An ostrich's eye is half the size of its brain.","false","sentence_recording","blob:https://charburnham.github.io/f241aceb-05c3-47de-bb06-3adb49c9347e","1","ftqpxk732r_38F_audio.webm","",""
"6416","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">An ostrich's eye is half the size of its brain.</p>
              <audio controls src=""blob:https://charburnham.github.io/f241aceb-05c3-47de-bb06-3adb49c9347e"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","26","257316","0.0-14.0-2.0","ftqpxk732r","","","","","","queued","38F","An ostrich's eye is half the size of its brain.","false","sentence_review","","1","ftqpxk732r_38F_audio.webm","accepted","ftqpxk732r_38F_audio.webm"
"2309","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Golf was invented before tennis.</p>
          </div>
        ","0","html-button-response","27","259626","0.0-15.0-0.0","ftqpxk732r","","","","","","","27F","Golf was invented before tennis.","false","sentence_ready","","","","",""
"3790","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Golf was invented before tennis.</p>
          </div>
        ","null","html-audio-response","28","263473","0.0-15.0-1.0","ftqpxk732r","","","","","1","","27F","Golf was invented before tennis.","false","sentence_recording","blob:https://charburnham.github.io/250b4338-efde-411f-ad2d-63a8fbb2832c","1","ftqpxk732r_27F_audio.webm","",""
"5635","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Golf was invented before tennis.</p>
              <audio controls src=""blob:https://charburnham.github.io/250b4338-efde-411f-ad2d-63a8fbb2832c"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","29","269109","0.0-15.0-2.0","ftqpxk732r","","","","","","queued","27F","Golf was invented before tennis.","false","sentence_review","","1","ftqpxk732r_27F_audio.webm","accepted","ftqpxk732r_27F_audio.webm"
"3408","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">There are towns named Sandwich in Illinois and Massachusetts.</p>
          </div>
        ","0","html-button-response","30","272518","0.0-16.0-0.0","ftqpxk732r","","","","","","","20T","There are towns named Sandwich in Illinois and Massachusetts.","true","sentence_ready","","","","",""
"6221","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">There are towns named Sandwich in Illinois and Massachusetts.</p>
          </div>
        ","null","html-audio-response","31","278795","0.0-16.0-1.0","ftqpxk732r","","","","","1","","20T","There are towns named Sandwich in Illinois and Massachusetts.","true","sentence_recording","blob:https://charburnham.github.io/f93684e7-9796-4f31-b805-f1382eb34b79","1","ftqpxk732r_20T_audio.webm","",""
"8486","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">There are towns named Sandwich in Illinois and Massachusetts.</p>
              <audio controls src=""blob:https://charburnham.github.io/f93684e7-9796-4f31-b805-f1382eb34b79"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","32","287281","0.0-16.0-2.0","ftqpxk732r","","","","","","queued","20T","There are towns named Sandwich in Illinois and Massachusetts.","true","sentence_review","","1","ftqpxk732r_20T_audio.webm","accepted","ftqpxk732r_20T_audio.webm"
"1715","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Almonds are part of the peach family.</p>
          </div>
        ","0","html-button-response","33","288997","0.0-17.0-0.0","ftqpxk732r","","","","","","","9T","Almonds are part of the peach family.","true","sentence_ready","","","","",""
"3645","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Almonds are part of the peach family.</p>
          </div>
        ","null","html-audio-response","34","292699","0.0-17.0-1.0","ftqpxk732r","","","","","1","","9T","Almonds are part of the peach family.","true","sentence_recording","blob:https://charburnham.github.io/e149c7c1-02fb-46f9-960f-e8f84bbcd88c","1","ftqpxk732r_9T_audio.webm","",""
"6509","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Almonds are part of the peach family.</p>
              <audio controls src=""blob:https://charburnham.github.io/e149c7c1-02fb-46f9-960f-e8f84bbcd88c"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","35","299209","0.0-17.0-2.0","ftqpxk732r","","","","","","queued","9T","Almonds are part of the peach family.","true","sentence_review","","1","ftqpxk732r_9T_audio.webm","accepted","ftqpxk732r_9T_audio.webm"
"10246","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Blood makes up about 7% of your body's weight.</p>
          </div>
        ","0","html-button-response","36","309456","0.0-18.0-0.0","ftqpxk732r","","","","","","","22T","Blood makes up about 7% of your body's weight.","true","sentence_ready","","","","",""
"4772","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Blood makes up about 7% of your body's weight.</p>
          </div>
        ","null","html-audio-response","37","314286","0.0-18.0-1.0","ftqpxk732r","","","","","1","","22T","Blood makes up about 7% of your body's weight.","true","sentence_recording","blob:https://charburnham.github.io/d80d79df-a074-4ded-973c-90fe4399132a","1","ftqpxk732r_22T_audio.webm","",""
"6883","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Blood makes up about 7% of your body's weight.</p>
              <audio controls src=""blob:https://charburnham.github.io/d80d79df-a074-4ded-973c-90fe4399132a"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","38","321170","0.0-18.0-2.0","ftqpxk732r","","","","","","queued","22T","Blood makes up about 7% of your body's weight.","true","sentence_review","","1","ftqpxk732r_22T_audio.webm","accepted","ftqpxk732r_22T_audio.webm"
"11410","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The world's first nuclear reactor was built in a tennis court.</p>
          </div>
        ","0","html-button-response","39","332581","0.0-19.0-0.0","ftqpxk732r","","","","","","","2F","The world's first nuclear reactor was built in a tennis court.","false","sentence_ready","","","","",""
"5113","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The world's first nuclear reactor was built in a tennis court.</p>
          </div>
        ","null","html-audio-response","40","337747","0.0-19.0-1.0","ftqpxk732r","","","","","1","","2F","The world's first nuclear reactor was built in a tennis court.","false","sentence_recording","blob:https://charburnham.github.io/f29a439f-bebd-464d-a7b4-55fed5319e8b","1","ftqpxk732r_2F_audio.webm","",""
"7348","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The world's first nuclear reactor was built in a tennis court.</p>
              <audio controls src=""blob:https://charburnham.github.io/f29a439f-bebd-464d-a7b4-55fed5319e8b"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","41","345096","0.0-19.0-2.0","ftqpxk732r","","","","","","queued","2F","The world's first nuclear reactor was built in a tennis court.","false","sentence_review","","1","ftqpxk732r_2F_audio.webm","accepted","ftqpxk732r_2F_audio.webm"
"10259","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">An iceberg contains significantly more total heat energy than a burning match.</p>
          </div>
        ","0","html-button-response","42","355356","0.0-20.0-0.0","ftqpxk732r","","","","","","","1T","An iceberg contains significantly more total heat energy than a burning match.","true","sentence_ready","","","","",""
"6460","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">An iceberg contains significantly more total heat energy than a burning match.</p>
          </div>
        ","null","html-audio-response","43","361876","0.0-20.0-1.0","ftqpxk732r","","","","","1","","1T","An iceberg contains significantly more total heat energy than a burning match.","true","sentence_recording","blob:https://charburnham.github.io/c5c22ba2-5745-4eb4-9302-c1c36e9f93f8","1","ftqpxk732r_1T_audio.webm","",""
"13779","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">An iceberg contains significantly more total heat energy than a burning match.</p>
              <audio controls src=""blob:https://charburnham.github.io/c5c22ba2-5745-4eb4-9302-c1c36e9f93f8"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","44","375656","0.0-20.0-2.0","ftqpxk732r","","","","","","queued","1T","An iceberg contains significantly more total heat energy than a burning match.","true","sentence_review","","1","ftqpxk732r_1T_audio.webm","accepted","ftqpxk732r_1T_audio.webm"
"85850","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Half your body's red blood cells are replaced every three days.</p>
          </div>
        ","0","html-button-response","45","461507","0.0-21.0-0.0","ftqpxk732r","","","","","","","21F","Half your body's red blood cells are replaced every three days.","false","sentence_ready","","","","",""
"4397","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Half your body's red blood cells are replaced every three days.</p>
          </div>
        ","null","html-audio-response","46","465963","0.0-21.0-1.0","ftqpxk732r","","","","","1","","21F","Half your body's red blood cells are replaced every three days.","false","sentence_recording","blob:https://charburnham.github.io/3b62e553-1e3c-46df-a0cc-6d4d899e66a6","1","ftqpxk732r_21F_audio.webm","",""
"5870","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Half your body's red blood cells are replaced every three days.</p>
              <audio controls src=""blob:https://charburnham.github.io/3b62e553-1e3c-46df-a0cc-6d4d899e66a6"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","47","471833","0.0-21.0-2.0","ftqpxk732r","","","","","","queued","21F","Half your body's red blood cells are replaced every three days.","false","sentence_review","","1","ftqpxk732r_21F_audio.webm","accepted","ftqpxk732r_21F_audio.webm"
"1084","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Jupiter's mass is more than 400 times that of the earth.</p>
          </div>
        ","0","html-button-response","48","472919","0.0-22.0-0.0","ftqpxk732r","","","","","","","52F","Jupiter's mass is more than 400 times that of the earth.","false","sentence_ready","","","","",""
"5141","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Jupiter's mass is more than 400 times that of the earth.</p>
          </div>
        ","null","html-audio-response","49","478117","0.0-22.0-1.0","ftqpxk732r","","","","","1","","52F","Jupiter's mass is more than 400 times that of the earth.","false","sentence_recording","blob:https://charburnham.github.io/907f1e59-fc5f-4eea-bdc4-de55350feeda","1","ftqpxk732r_52F_audio.webm","",""
"6682","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Jupiter's mass is more than 400 times that of the earth.</p>
              <audio controls src=""blob:https://charburnham.github.io/907f1e59-fc5f-4eea-bdc4-de55350feeda"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","50","484800","0.0-22.0-2.0","ftqpxk732r","","","","","","queued","52F","Jupiter's mass is more than 400 times that of the earth.","false","sentence_review","","1","ftqpxk732r_52F_audio.webm","accepted","ftqpxk732r_52F_audio.webm"
"1889","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A ball of rubber will bounce higher than a ball of glass.</p>
          </div>
        ","0","html-button-response","51","486690","0.0-23.0-0.0","ftqpxk732r","","","","","","","F2F","A ball of rubber will bounce higher than a ball of glass.","false","sentence_ready","","","","",""
"4938","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A ball of rubber will bounce higher than a ball of glass.</p>
          </div>
        ","null","html-audio-response","52","491684","0.0-23.0-1.0","ftqpxk732r","","","","","1","","F2F","A ball of rubber will bounce higher than a ball of glass.","false","sentence_recording","blob:https://charburnham.github.io/ed9d39fc-021e-4c11-b3a3-77ccc6e6c571","1","ftqpxk732r_F2F_audio.webm","",""
"6272","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A ball of rubber will bounce higher than a ball of glass.</p>
              <audio controls src=""blob:https://charburnham.github.io/ed9d39fc-021e-4c11-b3a3-77ccc6e6c571"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","53","497957","0.0-23.0-2.0","ftqpxk732r","","","","","","queued","F2F","A ball of rubber will bounce higher than a ball of glass.","false","sentence_review","","1","ftqpxk732r_F2F_audio.webm","accepted","ftqpxk732r_F2F_audio.webm"
"994","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Before mercury, whisky was used to fill thermometers.</p>
          </div>
        ","0","html-button-response","54","498952","0.0-24.0-0.0","ftqpxk732r","","","","","","","F6F","Before mercury, whisky was used to fill thermometers.","false","sentence_ready","","","","",""
"5252","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Before mercury, whisky was used to fill thermometers.</p>
          </div>
        ","null","html-audio-response","55","504258","0.0-24.0-1.0","ftqpxk732r","","","","","1","","F6F","Before mercury, whisky was used to fill thermometers.","false","sentence_recording","blob:https://charburnham.github.io/7f01d4d3-1567-4e2d-9f48-cf8537f59e9c","1","ftqpxk732r_F6F_audio.webm","",""
"6177","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Before mercury, whisky was used to fill thermometers.</p>
              <audio controls src=""blob:https://charburnham.github.io/7f01d4d3-1567-4e2d-9f48-cf8537f59e9c"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","56","510436","0.0-24.0-2.0","ftqpxk732r","","","","","","queued","F6F","Before mercury, whisky was used to fill thermometers.","false","sentence_review","","1","ftqpxk732r_F6F_audio.webm","accepted","ftqpxk732r_F6F_audio.webm"
"965","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Dishwashers were invented before washing machines.</p>
          </div>
        ","0","html-button-response","57","511402","0.0-25.0-0.0","ftqpxk732r","","","","","","","28T","Dishwashers were invented before washing machines.","true","sentence_ready","","","","",""
