"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"1212","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
          </div>
        ","0","html-button-response","18","191414","0.0-10.2-0.2","6bqg3s4g4q","","","","","","","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_ready","","","","",""
"6528","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
          </div>
        ","null","html-audio-response","19","198017","0.0-10.2-1.2","6bqg3s4g4q","","","","","3","","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_recording","blob:https://charburnham.github.io/a1cb9561-23da-4039-9d7e-7de8c550cd01","3","6bqg3s4g4q_15T_audio.webm","",""
"868","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
              <audio controls src=""blob:https://charburnham.github.io/a1cb9561-23da-4039-9d7e-7de8c550cd01"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","20","198886","0.0-10.2-2.2","6bqg3s4g4q","","","","","","not_uploaded_rerecorded","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_review","","3","6bqg3s4g4q_15T_audio.webm","rerecord","null"
"2544","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
          </div>
        ","0","html-button-response","21","201432","0.0-10.3-0.3","6bqg3s4g4q","","","","","","","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_ready","","","","",""
"6806","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
          </div>
        ","null","html-audio-response","22","208308","0.0-10.3-1.3","6bqg3s4g4q","","","","","3","","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_recording","blob:https://charburnham.github.io/4ecd7964-1110-4f72-8739-91316820e2a5","4","6bqg3s4g4q_15T_audio.webm","",""
"8658","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
              <audio controls src=""blob:https://charburnham.github.io/4ecd7964-1110-4f72-8739-91316820e2a5"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","23","216969","0.0-10.3-2.3","6bqg3s4g4q","","","","","","queued","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_review","","4","6bqg3s4g4q_15T_audio.webm","accepted","6bqg3s4g4q_15T_audio.webm"
"6342","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Camels have three eyelids on each eye.</p>
          </div>
        ","0","html-button-response","24","223317","0.0-11.0-0.0","6bqg3s4g4q","","","","","","","32T","Camels have three eyelids on each eye.","true","sentence_ready","","","","",""
"4027","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Camels have three eyelids on each eye.</p>
          </div>
        ","null","html-audio-response","25","227425","0.0-11.0-1.0","6bqg3s4g4q","","","","","3","","32T","Camels have three eyelids on each eye.","true","sentence_recording","blob:https://charburnham.github.io/8c6c0248-9fd3-462e-951d-08120f32f003","1","6bqg3s4g4q_32T_audio.webm","",""
"5119","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Camels have three eyelids on each eye.</p>
              <audio controls src=""blob:https://charburnham.github.io/8c6c0248-9fd3-462e-951d-08120f32f003"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","26","232547","0.0-11.0-2.0","6bqg3s4g4q","","","","","","queued","32T","Camels have three eyelids on each eye.","true","sentence_review","","1","6bqg3s4g4q_32T_audio.webm","accepted","6bqg3s4g4q_32T_audio.webm"
"3950","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A shrimp's heart is located in its head.</p>
          </div>
        ","0","html-button-response","27","236499","0.0-12.0-0.0","6bqg3s4g4q","","","","","","","51T","A shrimp's heart is located in its head.","true","sentence_ready","","","","",""
"4395","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A shrimp's heart is located in its head.</p>
          </div>
        ","null","html-audio-response","28","240972","0.0-12.0-1.0","6bqg3s4g4q","","","","","2","","51T","A shrimp's heart is located in its head.","true","sentence_recording","blob:https://charburnham.github.io/0bf7a8d8-fb24-4a02-ba90-3f2d182fe477","1","6bqg3s4g4q_51T_audio.webm","",""
"5228","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A shrimp's heart is located in its head.</p>
              <audio controls src=""blob:https://charburnham.github.io/0bf7a8d8-fb24-4a02-ba90-3f2d182fe477"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","29","246202","0.0-12.0-2.0","6bqg3s4g4q","","","","","","queued","51T","A shrimp's heart is located in its head.","true","sentence_review","","1","6bqg3s4g4q_51T_audio.webm","accepted","6bqg3s4g4q_51T_audio.webm"
"7033","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Jupiter's mass is more than 400 times that of the earth.</p>
          </div>
        ","0","html-button-response","30","253239","0.0-13.0-0.0","6bqg3s4g4q","","","","","","","52F","Jupiter's mass is more than 400 times that of the earth.","false","sentence_ready","","","","",""
"5930","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Jupiter's mass is more than 400 times that of the earth.</p>
          </div>
        ","null","html-audio-response","31","259242","0.0-13.0-1.0","6bqg3s4g4q","","","","","2","","52F","Jupiter's mass is more than 400 times that of the earth.","false","sentence_recording","blob:https://charburnham.github.io/53fa908f-5fbe-4126-93f1-d2d7db61b059","1","6bqg3s4g4q_52F_audio.webm","",""
"7053","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Jupiter's mass is more than 400 times that of the earth.</p>
              <audio controls src=""blob:https://charburnham.github.io/53fa908f-5fbe-4126-93f1-d2d7db61b059"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","32","266298","0.0-13.0-2.0","6bqg3s4g4q","","","","","","not_uploaded_rerecorded","52F","Jupiter's mass is more than 400 times that of the earth.","false","sentence_review","","1","6bqg3s4g4q_52F_audio.webm","rerecord","null"
"1920","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Jupiter's mass is more than 400 times that of the earth.</p>
          </div>
        ","0","html-button-response","33","268219","0.0-13.1-0.1","6bqg3s4g4q","","","","","","","52F","Jupiter's mass is more than 400 times that of the earth.","false","sentence_ready","","","","",""
"5124","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Jupiter's mass is more than 400 times that of the earth.</p>
          </div>
        ","null","html-audio-response","34","273427","0.0-13.1-1.1","6bqg3s4g4q","","","","","10","","52F","Jupiter's mass is more than 400 times that of the earth.","false","sentence_recording","blob:https://charburnham.github.io/e5b884f8-9bad-41f5-9e74-bfc30173715c","2","6bqg3s4g4q_52F_audio.webm","",""
"6062","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Jupiter's mass is more than 400 times that of the earth.</p>
              <audio controls src=""blob:https://charburnham.github.io/e5b884f8-9bad-41f5-9e74-bfc30173715c"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","35","279491","0.0-13.1-2.1","6bqg3s4g4q","","","","","","queued","52F","Jupiter's mass is more than 400 times that of the earth.","false","sentence_review","","2","6bqg3s4g4q_52F_audio.webm","accepted","6bqg3s4g4q_52F_audio.webm"
"26849","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
          </div>
        ","0","html-button-response","36","306345","0.0-14.0-0.0","6bqg3s4g4q","","","","","","","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_ready","","","","",""
"7697","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
          </div>
        ","null","html-audio-response","37","314126","0.0-14.0-1.0","6bqg3s4g4q","","","","","2","","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_recording","blob:https://charburnham.github.io/391a6968-0d74-440f-ae7c-e94cb42f8738","1","6bqg3s4g4q_48T_audio.webm","",""
"923","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
              <audio controls src=""blob:https://charburnham.github.io/391a6968-0d74-440f-ae7c-e94cb42f8738"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","38","315052","0.0-14.0-2.0","6bqg3s4g4q","","","","","","not_uploaded_rerecorded","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_review","","1","6bqg3s4g4q_48T_audio.webm","rerecord","null"
"6886","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
          </div>
        ","0","html-button-response","39","321940","0.0-14.1-0.1","6bqg3s4g4q","","","","","","","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_ready","","","","",""
"6080","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
          </div>
        ","null","html-audio-response","40","328096","0.0-14.1-1.1","6bqg3s4g4q","","","","","3","","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_recording","blob:https://charburnham.github.io/745a283a-833c-4c90-8298-a1cadb0317f9","2","6bqg3s4g4q_48T_audio.webm","",""
"7449","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The center of a star can be over 50 million degrees Fahrenheit.</p>
              <audio controls src=""blob:https://charburnham.github.io/745a283a-833c-4c90-8298-a1cadb0317f9"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","41","335547","0.0-14.1-2.1","6bqg3s4g4q","","","","","","queued","48T","The center of a star can be over 50 million degrees Fahrenheit.","true","sentence_review","","2","6bqg3s4g4q_48T_audio.webm","accepted","6bqg3s4g4q_48T_audio.webm"
"10212","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Half your body's red blood cells are replaced every three days.</p>
          </div>
        ","0","html-button-response","42","345763","0.0-15.0-0.0","6bqg3s4g4q","","","","","","","21F","Half your body's red blood cells are replaced every three days.","false","sentence_ready","","","","",""
"5495","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Half your body's red blood cells are replaced every three days.</p>
          </div>
        ","null","html-audio-response","43","351338","0.0-15.0-1.0","6bqg3s4g4q","","","","","3","","21F","Half your body's red blood cells are replaced every three days.","false","sentence_recording","blob:https://charburnham.github.io/b073a161-1b1c-437a-a08c-bef9420e02b1","1","6bqg3s4g4q_21F_audio.webm","",""
"6773","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Half your body's red blood cells are replaced every three days.</p>
              <audio controls src=""blob:https://charburnham.github.io/b073a161-1b1c-437a-a08c-bef9420e02b1"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","44","358114","0.0-15.0-2.0","6bqg3s4g4q","","","","","","queued","21F","Half your body's red blood cells are replaced every three days.","false","sentence_review","","1","6bqg3s4g4q_21F_audio.webm","accepted","6bqg3s4g4q_21F_audio.webm"
"14512","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Camel's milk curdles faster than cow's milk.</p>
          </div>
        ","0","html-button-response","45","372630","0.0-16.0-0.0","6bqg3s4g4q","","","","","","","7F","Camel's milk curdles faster than cow's milk.","false","sentence_ready","","","","",""
"5203","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Camel's milk curdles faster than cow's milk.</p>
          </div>
        ","null","html-audio-response","46","377918","0.0-16.0-1.0","6bqg3s4g4q","","","","","3","","7F","Camel's milk curdles faster than cow's milk.","false","sentence_recording","blob:https://charburnham.github.io/6a87b44e-7594-4fb5-bcba-fb0d1575fe34","1","6bqg3s4g4q_7F_audio.webm","",""
"5817","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Camel's milk curdles faster than cow's milk.</p>
              <audio controls src=""blob:https://charburnham.github.io/6a87b44e-7594-4fb5-bcba-fb0d1575fe34"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","47","383738","0.0-16.0-2.0","6bqg3s4g4q","","","","","","queued","7F","Camel's milk curdles faster than cow's milk.","false","sentence_review","","1","6bqg3s4g4q_7F_audio.webm","accepted","6bqg3s4g4q_7F_audio.webm"
"35928","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
          </div>
        ","0","html-button-response","48","419671","0.0-17.0-0.0","6bqg3s4g4q","","","","","","","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_ready","","","","",""
"6357","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
          </div>
        ","null","html-audio-response","49","426107","0.0-17.0-1.0","6bqg3s4g4q","","","","","3","","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_recording","blob:https://charburnham.github.io/c7b6c248-1324-4ff2-8a29-0bd5fa73e905","1","6bqg3s4g4q_29T_audio.webm","",""
"11628","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
              <audio controls src=""blob:https://charburnham.github.io/c7b6c248-1324-4ff2-8a29-0bd5fa73e905"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","50","437738","0.0-17.0-2.0","6bqg3s4g4q","","","","","","queued","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_review","","1","6bqg3s4g4q_29T_audio.webm","accepted","6bqg3s4g4q_29T_audio.webm"
"7174","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">France's land area is smaller than Colombia's.</p>
          </div>
        ","0","html-button-response","51","444915","0.0-18.0-0.0","6bqg3s4g4q","","","","","","","36T","France's land area is smaller than Colombia's.","true","sentence_ready","","","","",""
"2587","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">France's land area is smaller than Colombia's.</p>
          </div>
        ","null","html-audio-response","52","447565","0.0-18.0-1.0","6bqg3s4g4q","","","","","3","","36T","France's land area is smaller than Colombia's.","true","sentence_recording","blob:https://charburnham.github.io/0377d0f9-380f-4b54-9710-48b8217007e5","1","6bqg3s4g4q_36T_audio.webm","",""
"97111","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">France's land area is smaller than Colombia's.</p>
              <audio controls src=""blob:https://charburnham.github.io/0377d0f9-380f-4b54-9710-48b8217007e5"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","53","544680","0.0-18.0-2.0","6bqg3s4g4q","","","","","","not_uploaded_rerecorded","36T","France's land area is smaller than Colombia's.","true","sentence_review","","1","6bqg3s4g4q_36T_audio.webm","rerecord","null"
"6433","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">France's land area is smaller than Colombia's.</p>
          </div>
        ","0","html-button-response","54","551114","0.0-18.1-0.1","6bqg3s4g4q","","","","","","","36T","France's land area is smaller than Colombia's.","true","sentence_ready","","","","",""
"4363","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">France's land area is smaller than Colombia's.</p>
          </div>
        ","null","html-audio-response","55","555542","0.0-18.1-1.1","6bqg3s4g4q","","","","","3","","36T","France's land area is smaller than Colombia's.","true","sentence_recording","blob:https://charburnham.github.io/2c31f652-bd71-444d-b56a-e5a79977b876","2","6bqg3s4g4q_36T_audio.webm","",""
"5568","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">France's land area is smaller than Colombia's.</p>
              <audio controls src=""blob:https://charburnham.github.io/2c31f652-bd71-444d-b56a-e5a79977b876"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","56","561112","0.0-18.1-2.1","6bqg3s4g4q","","","","","","queued","36T","France's land area is smaller than Colombia's.","true","sentence_review","","2","6bqg3s4g4q_36T_audio.webm","accepted","6bqg3s4g4q_36T_audio.webm"
